Name,Degrees,Department,Department2,Rank,AdministrativePosition,Faculty
"Streufert,Peter A ",BA St. Olaf College (Minnesota); Ph.D. Stanford; ,Economics ,,Associate Professor ,,Social Science
"Strickland,Ruth Ann ","BA U of Alberta, Certified General Accoutant, CGA of Alberta ",Bachelor of Mgmt & Org Studies ,,Lecturer ,,Social Science
"Stringle,Polly L. ","BA, MA Ontario ",Education - Preservice Office ,,Lecturer ,,Education
"Stroker,Claire ",BS U of Kansas ,Psychiatry - Ext Camp Program ,,Adjunct/MD ,,Schulich
"Strong,Kenneth Reginald ","BA, MA Ontario ",Political Science - Local Gov ,,Lecturer ,,Social Science
"Strong,Michael Joseph ",FRCPCan MD at Queen's ,Clinical Neurological Science/Robarts - Cell Biology/Pathology ,,Professor/MD ,,Schulich
"Sturby,Chris John Peter ","Bachelors, ON ",Business - Associate Dean ,,Lecturer ,,Ivey
"Su,Ning ",BS Fudan U China; Ph.D. New York U ,Business - Associate Dean ,,Assistant Professor ,,Ivey
"Suarez,Juan-Luis ","DIPLOMA IN LAW, Ph.D. Salamanca; ERASMUS DIPLOMA Bristol; Ph.D. McGill; ",Modern Languages & Literatures ,,Professor ,,Arts & Humanities
"Subramanian,Priya ",MBBS Annamalai Univ India ,Psychiatry ,,Assistant Professor/MD ,,Schulich
"Sucha,Melanie ","BA, Univ of Calgary; MLIS, McGill Univ ",Info & Media Studies - General ,,Lecturer ,,Information & Media Studies
"Sudermann,Marlies ","BA, Western; Ph.D., Western ",Psychology ,,Adjunct Clinical Professor ,,Social Science
"Suga Rak,Michelle Susanne ","BS, Univ of Windsor; MD, Western ",Obstetrics & Gynaecology/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Suggitt,Terry ",BS U of Waterloo; MD U of Ottawa ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Sugimoto,Akira Kyle ",MD at Western ,Obstetrics & Gynaecology/Oncology ,,Associate Professor/MD ,,Schulich
"Suke,Ralph ",BEng MEng MD at MCMASTER ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Sukerman,Sydney ",FRCSCan BSc MD at TORONTO ,Otolaryngology ,,Associate Professor/MD ,,Schulich
"Sukhera,Javeed Iqbal ","BS, Univ of Toronto; MD, Ben Gurion Univ, ISRAEL ",Psychiatry ,,Assistant Professor/MD ,,Schulich
"Suksi,Aara ","BA, MA, Ph.D. Toronto; ",Classical Studies/Womens' Studies ,,Associate Professor ,Course Coordinator ,Arts & Humanities
"Sullivan,David Brian ","BS, Western; MD, Royal College of Surgeons, Ireland ",Family Medicine - General ,,Adjunct/MD ,,Schulich
"Sullivan,Jacqueline Anne ","BA, Clark Univ, USA; Ph.D., Univ of Pittsburgh, USA ",Philosophy ,,Assistant Professor ,,Arts & Humanities
"Sullivan,Paul J ",Ph.D. UK ,Applied Mathematics ,,Professor Emeritus ,,Science
"Sultan,Ghazala ",BS U of Punjab Pakistan; MD Western ,Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Sultan,Khaleel ","MB, RCS in Ireland, IRL ",Department of Medicine ,,Adjunct/MD ,,Schulich
"Sultan,Nabil Mohamed ","BSc, MD Western ",Department of Medicine ,,Assistant Professor/MD ,,Schulich
"Summers,Jerome ","BMUS, MMUS British Columbia; ",Music - Office of the Dean ,,Professor Emeritus ,,Music
"Summers,Kelly Lynn ",Masters UBC ,Microbiology & Immunology ,,Assistant Professor ,,Schulich
"Sumsion,Thelma Helen ","BSc, MEd Toronto; Ph.D. London England; ",Occupational Therapy ,,Associate Professor ,School Director ,Health Sciences
"Sun,Dongmei ","MD, Shanghai Second Med Univ; CHN ",Department of Medicine ,,Assistant Professor/MD ,,Schulich
"Sun,Xueliang A ","MSc, China; Ph.D., Manchester ",Mechanical & Materials ,,Professor ,,Engineering
"Sunda,Puneet ",BSc York Univ; DDS Western ,Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Sunderji,Salim ",FCFPC CCFP at Western ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Sunseri,Lina Sheri ","BA, Western-King's College; Ph.D. York Univ ",Anthropology ,,Adjunct Research Professor ,,Social Science
"Suranyi,Clarissa Joy ","BA,MA Saskatchewan, Ph.D. Ontario ",English ,,Assistant Professor ,,Arts & Humanities
"Surette,Leon ","BA Queen's; MA, Ph.D. Toronto; ",English ,,Professor Emeritus ,,Arts & Humanities
"Suri,Rita ",FACP at ALBERTA ; MD at SASKATCHEWAN ; FRCPCan at Western ,Department of Medicine ,,Adjunct/MD ,,Schulich
"Surry,David ",,Civil & Environmental ,,Adjunct Research Professor ,,Engineering
"Surry,Kathleen Jane Mackworth ","BESC, Ph.D. Western ",Medical Biophysics/Oncology ,,Assistant Professor ,,Schulich
"Surti,Bhadresh ",LMCC FRCPCan DIP at OTTAWA ; MBBS at SOUTH GUJARA ,Psychiatry ,,Associate Professor/MD ,,Schulich
"Suryavanshi,Rajeev K ","MBBS, MS Gorakhour Univ INDIA ",Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Suryavanshi,Shveta ",MBBS Gorakhpur Univ India ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Suskin,Neville ",FRCP FRCP MBChB at CAPE TOWN ; MSc at Western ,Department of Medicine/Epidemiology and Biostatistics ,,Associate Professor/MD ,,Schulich
"Sussman,Nathan ","BA, MA Hebrew University; Ph.D. Berkeley ",Economics ,,Adjunct Research Professor ,,Social Science
"Sussman,Samuel Isaac ","Bachelors, QC; Ph.D., UK ",Psychiatry ,,Adjunct Assistant Professor ,,Schulich
"Suttie,Peter I ",BASC Toronto; MASc Waterloo; MSc ; ,Political Science ,,Professor Emeritus ,,Social Science
"Sutton,Jennifer Elizabeth ","Bachelors, USA; Ph.D., Western ",Psychology ,,Adjunct Research Professor ,,Social Science
"Swaminath,Sam ",MRCP(UK) FRCP FRCPCan MBBS at OSMANIA ,Psychiatry - Ext Camp Program ,,Adjunct Professor ,,Schulich
"Swart,Greta Toni ",FRCPCan BA at BELOIT ; MA Ph.D. at MARQUETTE ; MD at Western ,Psychiatry ,,Adjunct Associate Professor/Professor Emeritus ,,Schulich
"Swartman,Robert k ","BA Western, MA Queen's ",Mechanical & Materials ,,Lecturer ,,Engineering
"Swartzman,Leora C ","BA McGill; MS, Ph.D. Rutgers; ",Psychology ,,Associate Professor ,,Social Science
"Sweden,Ahmed ","MB Ch.B, Al-Fateh Univ, LBY ",Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Sweet,Susan ",BSc at GUELPH ; Ph.D. at MCMASTER ; MD at OTTAWA ,Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Swinden,Laurel Barbara ","BMUS, MMU Western ",Music - Education ,,Lecturer ,,Music
"Syed,Jaffer A ",FRCPCan FRCPCan MD MD at TORONTO ,Department of Medicine/Schulich - Education Office ,,Assistant Professor/MD ,,Schulich
"Sylvester,Heather Anne ","BS and MD, Western ",Family Medicine - General ,,Adjunct/MD ,,Schulich
"Sylvestre,Stephan ","BA, MA Montreal; ",Music - Office of the Dean ,,Assistant Professor ,,Music
"Szczyglowski,Krzysztof ","MA, Ph.D. Poland ",Biology ,,Adjunct Research Professor ,,Science
"Szilard,Andrew Leslie ","Bachelors, Doctorate, ON ",Computer Science ,,Professor Emeritus ,,Science
"Taabazuing,Mary-Margaret ","MD, Superior Inst of Med Sci., CUBA ",Department of Medicine ,,Assistant Professor/MD ,,Schulich
"Tabbara,Nabil ",DDS at TIMISOARA ,Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Tabor,Kyle ",BA U of Waterloo; MD Queen's Univ ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Tadros,Peter ",MD at SASKATCHEWAN ,Department of Medical Imaging/Schulich - Education office ,,Adjunct/MD ,,Schulich
"Tailor,Hemant ","Professional, Bachelors, ON ",Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Tait,Kimberley ","PhS Manitoba, Ph.D. Arizona ",Earth Sciences ,,Adjunct Research Professor ,,Science
"Tait,Michael Joe ","BESc, Ph.D. Western ",Civil & Environmental ,,Adjunct Research Professor ,,Engineering
"Tait,Morgan Christopher ","BMUS, MMU Western ",Philosophy ,,Lecturer ,,Arts & Humanities
"Tajima,May ","BSc Brock; MA, Ph.D. Waterloo; ",Bachelor of Mgmt & Org Studies ,,Assistant Professor ,,Social Science
"Takagaki,Cary Shinji ","Masters Canada, Ph.D. USA ",History ,,Assistant Professor ,,Social Science
"Takahashi-Monroy,Takeshi ",MD U of Guadalajara MEXICO ,Surgery/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Takahashi,Ray ","BA, MA ; ",Kinesiology - General ,,Lecturer ,,Health Sciences
"Takahashi,Yuya ","BA, Keio Univ, Japan; Ph.D. Wisconsin-Madison, USA ",Economics ,,Adjunct Assistant Professor ,,Social Science
"Takhar,Jatinder ",MBBS at JAMMU ,Psychiatry/Schulich - Office of the Dean ,,Professor/MD ,Associate Dean (Cont Prof Dev) ,Schulich
"Talbot,Cheryl Ann ","BSc Nursing, Western; MSc Nursing, Univ of Windsor ",School of Health Studies ,,Lecturer ,,Health Studies
"Talebi,Heidar Ali ",Ph.D. Quebec ,Electrical & Computer ,,Adjunct Research Professor ,,Engineering
"Tales,Heather Dawn ",BSN McMaster Univ; MHS U of Windsor ,Nursing ,,Lecturer ,,Health Sciences
"Talman,James D. ","BA, MSc ; Ph.D. Princeton; ",Applied Mathematics ,,Professor Emeritus ,,Science
"Tam,Wing H ","BA, Ph.D. Hong Kong ",Biology ,,Professor Emeritus ,,Science
"Tam,Wing H. ","BA, Ph.D. Hong Kong ",Department of Medical Imaging/Schulich - Education office ,,Adjunct/MD ,,Schulich
"Tamblyn,Charles D ",MD at Western ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Tan,Jerry K ",BSc MD at Queen's ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Tan,Richard Y ",BSc at DALHOUSIE ; MD at OTTAWA ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Tanaka,Peter Michael ",CCFP(EM) BSc MD at Western ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Tandberg,Irene ",Certificate-Other Professional ON ,Music - Performance Studies ,,Lecturer ,,Music
"Taneja,Ravi ",MBBS MD FFARCSI at IRELAND-Duplic ; FRCA FRCPA at LONDON ,Department of Medicine/Anesthesia-Perioperative Med ,,Associate Professor/MD ,,Schulich
"Tarasick,David ","BSc Trent ON, Ph.D. York ON ",Physics and Astronomy ,,Adjunct Research Professor ,,Science
"Tarasuk,John D ","BA Ontario, Ph.D. Saskatchewan ",Mechanical & Materials ,,Professor Emeritus ,,Engineering
"Tarc,Aparna R Mishra ","BA Western, Ph.D. York Univ ",Education - Office of the Dean ,,Adjunct Research Professor ,,Education
"Tarc,Paul ","BS U of Waterloo, Ph.D. York ",Education - Office of the Dean ,,Assistant Professor ,,Education
"Tarhuni,Wadea M. ",Professional Libyan Arab Jamahiriya ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Tassi,Ali ","B.Sc., D.D.S., M.Cl.D., F.R.C.D.(C) ",Dentistry ,,Assistant Professor ,,Schulich
"Tausky,Nancy Z ","Masters, Bachelors, USA ",English ,,Adjunct Research Professor ,,Arts & Humanities
"Taves,Donald H ",FRCPCan MD at Western ,Diagnost Radiol & Nuclear Med ,,Professor/MD ,,Schulich
"Tawil,Basel A ",MBBS Al Fateh Univ Libyan Arab Jamahiriya ,Department of Medicine/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Tay,Keng Yeow ",MRCS at GLASGOW ; FRCR at LONDON ; MBBS at SYDNEY ,Department of Medical Imaging ,,Assistant Professor/MD ,,Schulich
"Tayag,Christel ",BS Univ of Torontooronto; MD Angeles Univ PHL ,Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Taylor,Albert W ",BA ; DSC London Institute for Applied Research; DSC State U. of Ukraine; DSC U. de Sherbrooke; MSc UBC; Ph.D. Washington State; ,Kinesiology-Office of Director ,,Adjunct Professor/Professor Emeritus ,,Health Sciences
"Taylor,Brian M ",FRCSCan MD at Western ,Oncology/Surgery ,,Professor/MD ,,Schulich
"Taylor,C Patrick S ","BA British Columbia; BA, MA Oxford; Ph.D. Pennsylvania ",Medical Biophysics ,,Professor Emeritus ,,Schulich
"Taylor,Graeme ","BSc Trent Univ ON, Ph.D. U of Alberta ",Biology ,,Assistant Professor ,,Science
"Taylor,John P ","MB Ch.B, Univ of Pretoria, ZAF ",Surgery ,,Adjunct/MD ,,Schulich
"Taylor,John S. ",BASc MASc at TORONTO ,Medical Biophysics/Oncology ,,Adjunct Professor ,,Schulich
"Taylor,Michael Hugh ",BA Western ,Business - Associate Dean ,,Lecturer ,,Ivey
"Taylor,Peter Alexander ","Professional, Bachelors, ON ",Dental Clinics ,,Adjunct Clinical Professor ,,Schulich
"Taylor,Philip D ","BSc Waterloo, Ph.D. Carleton ",Biology ,,Adjunct Research Professor ,,Science
"Taylor,Rebecca Jane ",Certificate-Other Professional ON ,Nursing ,,Lecturer ,,Health Sciences
"Taylor,Shelley K ","BA, MA Carleton; DIP.ED. McGill; Ph.D. Toronto; ",Education - Office of the Dean ,,Associate Professor ,,Education
"Taylor,William J ",BSc MD at OTTAWA ,Anesthesia-Perioperative Med/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Te Hiwi,Braden ","BPE, Univ of Otago, NZ; MHK, Univ of Windsor ",School of Health Studies ,,Lecturer ,,Health Studies
"Teague,Kevin R ",BS MD at CALGARY ; FRCP at Western ,Anesthesia-Perioperative Med ,,Assistant Professor/MD ,,Schulich
"Teasell,Robert William ",FRCPCan BSc MD at Western ,Physical Medicine and Rehab ,,Professor/MD ,,Schulich
"Teefy,Patrick J ",FRCPCan MD at OTTAWA ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Teeple,Lori ",CCFP(EM) FCFPC MD CCFP at OTTAWA ,Department of Medicine/Family Medicine/Schulich - Educatio ,,Associate Professor/MD ,,Schulich
"Tejpar,Shamim ",MD at PAHLAVI ,Paediatrics/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Tekpetey,Francis ",Bachelors GHA; Ph.D. Canada ,Obstetrics & Gynaecology ,,Adjunct Assistant Professor ,,Schulich
"Telfer,Thomas George William ","BA, LLB Western; LLM Duke; SJD Toronto; ",Law - Office of the Dean ,,Associate Professor ,,Law
"Tenk,Christine Maria ","Masters Canada, Ph.D. USA ",Psychology ,,Assistant Professor ,,Social Science
"Tennant,Jeff ","BA, MA, Ph.D. Toronto; ",French Studies ,Business - Associate Dean ,Associate Professor ,,Arts & Humanities
"Tepperman,Barry L ",Ph.D. at CALGARY ; BSc MSc at TORONTO ,Physiology and Pharmacology ,,Professor Emeritus ,,Schulich
"Terry,Amanda L ",Ph.D. Western ,Epidemiology and Biostatistics/Family Medicine ,,Assistant Professor ,,Schulich
"Tesseyman,Mark Akio ","HBsC, Western; DDS, Western ",Dentistry ,,Adjunct Clinical Professor ,,Schulich
"Tetelbaum,Maria ",MD U of Medicine CA ROM ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Teteruck,Walter R ","BSc, DDS McGill; MSD Indiana; ",Dentistry ,,Adjunct Clinical Professor/Professor Emeritus ,,Schulich
"Thain,Donald H ","BA Ontario, Professional USA ",Business - Associate Dean ,,Professor Emeritus ,,Ivey
"Thain,Marilyn June ","BA, MA Ontario ",Education - Continuing Educ ,,Lecturer ,,Education
"Theakston,Karl ",MD at Queen's ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Theberge,Jean ",BSc MSc at MONTREAL ; Ph.D. at Western ,Medical Biophysics/Psychiatry/Department of Medical Imagin ,,Assistant Professor ,,Schulich
"Theodosopoulos,Peter ",BS Univ of Torontooronto; Ph.D. U of Alberta ,School of Health Studies ,,Assistant Professor ,,Health Studies
"Theurer,Julie Andrea ","M.CI.Sc, Ph.D. Western ",Communicative Sci & Disorders ,,Adjunct Research Professor ,,Health Sciences
"Thibeault,Amanda Joan ","BSN, MSN, Western ",Nursing ,,Adjunct Assistant Professor ,,Health Sciences
"Thibert,Bob ","BA, MED Western ",Education - Preservice Office ,,Lecturer ,,Education
"Thibert,Robert John ","BA, MEd., Western ",Education - Preservice Office ,,Lecturer ,,Education
"Thierrin,Gabriel ","BA, Ph.D. France ",Mathematics ,,Professor Emeritus ,,Science
"Thind,Amardeep ",MD at AIIMS ; Ph.D. at UCLA ,Epidemiology and Biostatistics/Family Medicine ,,Associate Professor ,,Schulich
"Thomas,Alex W ",MSc Ph.D. at Western ,Department of Medical Imaging/Medical Biophysics ,,Associate Professor ,,Schulich
"Thomas,Ann E. ",FRCPCan MD at Western ,Psychiatry ,,Assistant Professor/MD ,,Schulich
"Thomas,Jonathan Benjamin ","MSc., Western; MD, Queen's Univ ",Family Medicine - General ,,Adjunct/MD ,,Schulich
"Thomas,Sophia ",MD at Western ; BSc at WINDSOR ,Department of Medicine/Schulich - Education Office/Schulich ,,Adjunct/MD ,Course Coordinator ,Schulich
"Thompson,Andrew Eden ",FRCPCan BSc MD at Western ; MEng at WATERLOO ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Thompson,Anne ",BMUS ; MMUS Yale; ,Music - Performance Studies ,,Lecturer ,,Music
"Thompson,Bobbi Amanda ",BMUS Idaho; MME North Texas; ,Music - Performance Studies ,,Lecturer ,,Music
"Thompson,Douglas ",BSc McGill; MD Univ of Toronto ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Thompson,Drew ",BSc BSc at Queen's ; MD MD FRCPCan at Western ,Department of Medicine ,,Associate Professor/MD ,,Schulich
"Thompson,Graham ","BS Guelph, Ph.D. La Trobe AUS ",Biology ,,Assistant Professor ,,Science
"Thompson,Guy William ",FRCPCan MD at Western ,Department of Medicine/Schulich - Education Office ,,Associate Professor/MD ,,Schulich
"Thompson,J N ","BA Ontario, Ph.D. USA ",History ,,Professor Emeritus ,,Social Science
"Thompson,John M ","BA Amherst College; MD; FRCPCan, FRCPCan ",Department of Medicine ,,Professor Emeritus ,,Schulich
"Thompson,Keith A ",MD Western ,Family Medicine - Primary Care ,,Adjunct/MD ,,Schulich
"Thompson,Kevin R ","AM, Ph.D. Princeton; BA McMaster; ",Bachelor of Mgmt & Org Studies ,,Lecturer ,,Social Science
"Thompson,Melissa Eileen ",BSN Western ,Nursing ,,Lecturer ,,Health Sciences
"Thompson,Michael ","BS, McMaster Univ; Ph.D., Univ of Waterloo ",Mechanical & Materials ,,Adjunct Research Professor ,,Engineering
"Thompson,R.Terry ",BEd at Western ; BSc MSc Ph.D. at WATERLOO ,Physics and Astronomy ,Medical Biophysics/Department of Medical Imaging ,Adjunct Research Professor ,,Science
"Thomsen,J Eric ",FRCSCan MD at Western ,Ophthalmology ,,Adjunct/MD ,,Schulich
"Thomson,Alan B ","BA, MD Queen's Univ ",Department of Medicine ,,Adjunct/MD ,,Schulich
"Thomson,Benjamin ","BSc. Hon., Univ of Waterloo; MD, Univ College Cork, IRL ",Department of Medicine ,,Adjunct/MD ,,Schulich
"Thomson,Clive Robert ","BA Ontario, Ph.D. Univ of Toronto ",French Studies ,,Professor Emeritus ,,Arts & Humanities
"Thomson,David ",MSc MD at DALHOUSIE ; BSc at MCMASTER ,Family Medicine - General/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Thomson,Matthew ",BA Ottawa; MBA Indiana; Ph.D. USC ,Business - Associate Dean ,,Associate Professor ,,Ivey
"Thorn,Richard G. ","BLA, MSc Guelph; Ph.D. Toronto; ",Biology ,,Associate Professor ,,Science
"Thornhill,Stewart ","BSc NB; MBA, Ph.D. BC; ",Business - Associate Dean ,,Associate Professor ,Associate Dean (Research) ,Ivey
"Thornton,Penelope Ruth ",BSc Concordia QUEBEC; DDS Western ,Dentistry ,,Adjunct Clinical Professor ,,Schulich
"Thornton,Tanya Helen ",BSc MClSc at Western ,Family Medicine - General ,,Adjunct/MD ,,Schulich
"Thorp,John ","BA Trent; BPHIL, DPHIL Oxford; ",Philosophy ,,Associate Professor ,,Arts & Humanities
"Thorpe,Cathy Frances ","BA, MA Ontario ",Sociology ,,Lecturer ,,Social Science
"Thorpe,Marilyn B ",FRCPCan BA MD at MCMASTER ,Psychiatry ,,Assistant Professor/MD ,,Schulich
"Thurgood,Elaine Norene ","Professional, Bachelors, BC ",Family Medicine - General ,,Adjunct/MD ,,Schulich
"Tiampo,Kristy ","BA USA, Ph.D. U of Colorado (Boulder) ",Earth Sciences ,,Professor ,,Science
"Tian,Lining ","BA China, Ph.D. Ontario ",Biology ,,Adjunct Research Professor ,,Science
"Tidd,Christopher ",BSc at CLARKSON ; MD at SYRACUSE ,Psychiatry ,,Associate Professor/MD ,,Schulich
"Tietze,Linda ",MD at TORONTO ; BSc at Western ,Otolaryngology/Schulich - Education Office ,,Adjunct/MD ,,Schulich
"Timbeck,Rebecca Jane ","BA, MA Ontario ",Occupational Therapy ,,Lecturer ,,Health Sciences
"Timbrell,Jessica Leigh ","BSN, Western ",Nursing ,,Lecturer ,,Health Sciences
"Timmins,Peter A ","BA Western; MA, Ph.D. McGill; ",Anthropology ,,Assistant Professor ,,Social Science
"Timney,Brian ","MA, Ph.D. Brandeis; MA Edinburgh; ",Soc Science - Office of Dean ,,Professor ,Dean ,Social Science
"Timoshenko,Alexander ","BS; MS Belarusian State Univ.; Ph.D., Dr Biol Sci National Academy of Sciences of Belarus (Minsk) ",Biology ,,Assistant Professor ,,Science
"Tingey,David P ",FRCSCan BA MD at Western ,Ophthalmology ,,Associate Professor/MD ,,Schulich
"Tini,Marc ","BA, ON, Ph.D., Univ of Toronto ",Oncology ,,Adjunct Research Professor ,,Schulich
"Tirona,Rommel G ",BScPhm Ph.D. at TORONTO ,Department of Medicine/Physiology and Pharmacology ,,Associate Professor ,,Schulich
"Tithecott,Gary Albert ",FRCPCan MD at Western ,Paediatrics/Schulich - Office of the Dean/Schulich - Education ,,Assistant Professor/MD ,Associate Dean (Ugrd Program) ,Schulich
